date,year,month,day,dayofweek,latitude,longitude,elevation,temperature_max,temperature_min,temperature_avg,humidity,wind_speed,wind_direction,pressure,rainfall_mm,weather_description,cloud_cover,visibility
2020-06-29,2020,6,29,0,-52.70151718022598,-39.71462540250661,,34.19,24.29,29.24,43,,,990.29,0,,,
2020-06-30,2020,6,30,1,-51.762537298590175,176.38366928569587,,-3.2,-15.83,-9.515,22,,,978.04,0,,,
2020-07-01,2020,7,1,2,-9.098529942883404,-143.70077357672096,,38.38,30.78,34.58,72,,,945.83,0,,,
2020-07-02,2020,7,2,3,-2.969898553192777,22.30779549009648,,-4.61,-14.79,-9.7,81,,,961.17,0,,,
2020-07-03,2020,7,3,4,41.38096766448058,120.3886678223464,,-8.34,-20.69,-14.515,33,,,938.51,0,,,
2020-07-04,2020,7,4,5,-53.630922432878265,56.96253241934528,,1.29,-12.28,-5.494999999999999,94,,,986.16,0,,,
2020-07-05,2020,7,5,6,45.73469350531903,-148.157935372751,,6.64,1.33,3.985,81,,,985.99,0,,,
2020-07-06,2020,7,6,0,17.95260805657921,53.47511193827378,,37.91,24.86,31.384999999999998,51,,,991.05,0,,,
2020-07-07,2020,7,7,1,-86.36695677589402,-127.45268183485152,,38.48,29.5,33.989999999999995,14,,,949.91,0,,,
2020-07-08,2020,7,8,2,-79.58572252987284,173.09578146630054,,3.89,0.01,1.95,30,,,1003.89,0,,,
2020-07-09,2020,7,9,3,-70.88210125154718,21.72404390146457,,9.42,-0.38,4.52,33,,,1035.14,0,,,
2020-07-10,2020,7,10,4,-62.40412463185918,108.47371488713458,,20.51,10.82,15.665000000000001,18,,,942.57,0,,,
2020-07-11,2020,7,11,5,-80.48414270574935,-101.59131474398647,,-1.31,-10.56,-5.9350000000000005,30,,,1005.67,0,,,
2020-07-12,2020,7,12,6,62.22963536304693,-15.721578486086711,,-9.02,-16.66,-12.84,26,,,970.73,0,,,
2020-07-13,2020,7,13,0,78.80805086138159,-154.15231201795865,,44.72,37.75,41.235,50,,,1042.06,0,,,
2020-07-14,2020,7,14,1,-47.37049598101428,-87.58349380102874,,-0.73,-10.06,-5.3950000000000005,50,,,988.71,0,,,
2020-07-15,2020,7,15,2,-27.54326737941236,165.43004063158622,,-5.42,-17.68,-11.55,100,,,1020.81,0,,,
2020-07-16,2020,7,16,3,-18.59238953055029,124.2700707781571,,2.24,-5.86,-1.81,76,,,998.8,0,,,
2020-07-17,2020,7,17,4,1.1941617062717853,-113.55941402136985,,-1.89,-8.1,-4.995,95,,,1006.02,0,,,
2020-07-18,2020,7,18,5,-81.61320352633066,-114.67606519255526,,48.78,36.95,42.865,55,,,972.45,0,,,
2020-07-19,2020,7,19,6,-2.386782967451751,-25.532353182641344,,11.07,4.86,7.965,10,,,947.99,0,,,
2020-07-20,2020,7,20,0,9.066286951627076,-127.26678360139474,,18.68,7.44,13.06,89,,,1009.66,0,,,
2020-07-21,2020,7,21,1,4.333422711369437,14.713790434023508,,38.53,26.63,32.58,17,,,1036.56,0,,,
2020-07-22,2020,7,22,2,63.229708904040194,-153.59331691533572,,7.97,0.03,4.0,92,,,977.9,0,,,
2020-07-23,2020,7,23,3,-50.41051193396271,-172.77318128986997,,35.74,27.19,31.465000000000003,53,,,974.07,0,,,
2020-07-24,2020,7,24,4,27.327946419378293,-25.83343106772753,,9.54,0.42,4.9799999999999995,47,,,981.71,0,,,
2020-07-25,2020,7,25,5,-48.47378050466639,124.25047211317644,,29.51,23.72,26.615000000000002,88,,,994.61,0,,,
2020-07-26,2020,7,26,6,70.65453891535122,86.80321677758786,,-8.22,-22.26,-15.240000000000002,96,,,1041.8,0,,,
2020-07-27,2020,7,27,0,-26.00417888884413,76.71514311069433,,-5.07,-11.37,-8.219999999999999,56,,,976.92,0,,,
2020-07-28,2020,7,28,1,-32.8155407694882,-26.43004998356781,,13.72,6.03,9.875,64,,,996.97,0,,,
2020-07-29,2020,7,29,2,44.22785307678024,21.63269127158253,,20.69,8.57,14.63,13,,,964.29,0,,,
2020-07-30,2020,7,30,3,-5.122155700885671,-26.479734235790065,,41.41,32.42,36.915,66,,,939.27,0,,,
2020-07-31,2020,7,31,4,-8.777763722437584,-83.21976892621892,,0.96,-12.36,-5.699999999999999,71,,,1024.95,0,,,
2020-08-01,2020,8,1,5,14.455463233184602,51.11393770964645,,12.84,4.65,8.745000000000001,27,,,990.84,0,,,
2020-08-02,2020,8,2,6,-72.11293621755485,133.75094169419827,,34.45,26.81,30.630000000000003,34,,,1002.59,0,,,
2020-08-03,2020,8,3,0,-54.66842736183549,-9.545697883698722,,23.6,13.91,18.755000000000003,75,,,959.16,0,,,
2020-08-04,2020,8,4,1,-60.62167841293541,-45.54147089867772,,3.38,-4.94,-0.7800000000000002,100,,,977.91,0,,,
2020-08-05,2020,8,5,2,68.67773696062756,43.1576654788428,,28.02,19.13,23.575,78,,,990.9,0,,,
2020-08-06,2020,8,6,3,-5.594019010039474,-127.31383035880413,,37.33,26.39,31.86,36,,,1043.03,0,,,
2020-08-07,2020,8,7,4,-83.82794181991267,26.17933481139417,,39.15,29.74,34.445,76,,,1027.2,0,,,
2020-08-08,2020,8,8,5,-75.58281829709946,110.17512315783335,,35.95,29.74,32.845,41,,,978.9,0,,,
2020-08-09,2020,8,9,6,-7.757951179354336,-109.9271751859696,,9.9,5.57,7.735,12,,,987.69,0,,,
2020-08-10,2020,8,10,0,-22.091971924053183,118.05110193506675,,33.46,21.46,27.46,50,,,985.69,0,,,
2020-08-11,2020,8,11,1,-28.15914326438498,-127.40459328115897,,6.06,-7.8,-0.8700000000000001,61,,,1041.0,0,,,
2020-08-12,2020,8,12,2,83.65635112220869,-122.25150201684762,,12.14,3.31,7.7250000000000005,84,,,1048.47,0,,,
2020-08-13,2020,8,13,3,11.716476245059368,-12.26806353135038,,-1.61,-15.05,-8.33,70,,,1004.06,0,,,
2020-08-14,2020,8,14,4,-26.195207666552697,103.63521656655011,,32.41,23.34,27.875,10,,,970.62,0,,,
2020-08-15,2020,8,15,5,59.20923903125384,128.09165959981976,,34.75,26.05,30.4,80,,,997.19,0,,,
2020-08-16,2020,8,16,6,-64.34286280077401,-37.417187496056926,,38.81,31.11,34.96,94,,,988.57,0,,,
2020-08-17,2020,8,17,0,68.5742380082176,65.50036276180967,,-4.7,-11.8,-8.25,98,,,1014.8,0,,,
2020-08-18,2020,8,18,1,14.84763232834257,-72.32195996279414,,23.18,17.96,20.57,92,,,1039.87,0,,,
2020-08-19,2020,8,19,2,-26.25156400850961,-168.36654917685766,,3.02,-9.04,-3.01,81,,,1043.53,0,,,
2020-08-20,2020,8,20,3,-45.682509829293856,-92.96629145821368,,33.92,20.0,26.96,36,,,997.7,0,,,
2020-08-21,2020,8,21,4,39.29231817605449,-174.57222554782152,,17.34,2.64,9.99,94,,,1012.56,0,,,
2020-08-22,2020,8,22,5,24.78488955136031,16.705487659508606,,36.8,25.46,31.13,60,,,945.99,0,,,
2020-08-23,2020,8,23,6,31.24360017063907,139.0634991516119,,17.47,10.34,13.905,47,,,935.13,0,,,
2020-08-24,2020,8,24,0,47.3078745029114,132.91286528087585,,31.28,25.87,28.575000000000003,14,,,994.99,0,,,
2020-08-25,2020,8,25,1,69.08311520225243,-122.96065702598092,,46.2,40.03,43.115,100,,,986.67,0,,,
2020-08-26,2020,8,26,2,39.06838756364232,146.68852667577204,,44.73,31.71,38.22,20,,,1014.25,0,,,
2020-08-27,2020,8,27,3,-32.5930015467018,126.20023960262644,,9.99,0.3,5.1450000000000005,74,,,931.8,0,,,
2020-08-28,2020,8,28,4,59.87008770699831,-29.754990802013594,,0.46,-6.44,-2.99,49,,,1022.27,0,,,
2020-08-29,2020,8,29,5,-14.792330946828985,-117.33935989049768,,16.1,6.82,11.46,97,,,1010.8,0,,,
2020-08-30,2020,8,30,6,-39.08656923744854,169.9850270329219,,27.94,17.9,22.92,95,,,1025.84,0,,,
2020-08-31,2020,8,31,0,-82.47517466756702,-87.88326422953733,,38.24,30.26,34.25,37,,,1012.41,0,,,
2020-09-01,2020,9,1,1,28.35840585029922,-112.5344267864361,,40.35,33.22,36.785,51,,,959.75,0,,,
2020-09-02,2020,9,2,2,-8.405396898734622,46.83132885868821,,18.57,7.09,12.83,18,,,960.3,0,,,
2020-09-03,2020,9,3,3,-85.63977233022506,29.97927907705025,,10.21,6.42,8.315000000000001,45,,,1010.83,0,,,
2020-09-04,2020,9,4,4,78.01670714516811,-45.92424285002775,,8.4,-4.59,1.9050000000000002,11,,,957.93,0,,,
2020-09-05,2020,9,5,5,-21.149701627433306,-35.92642759771255,,8.76,-0.09,4.335,72,,,983.72,0,,,
2020-09-06,2020,9,6,6,-54.02100732647172,99.69007349371547,,12.24,2.65,7.445,72,,,999.45,0,,,
2020-09-07,2020,9,7,0,-88.76740859288522,129.87851876037,,42.45,34.63,38.540000000000006,73,,,976.19,0,,,
2020-09-08,2020,9,8,1,-73.52989075964382,21.765372556582776,,25.91,18.49,22.2,29,,,947.52,0,,,
2020-09-09,2020,9,9,2,-27.350172534600027,66.09876158096239,,-3.18,-13.37,-8.275,77,,,1039.96,0,,,
2020-09-10,2020,9,10,3,-29.46714554198151,-178.82074539097326,,41.8,30.83,36.315,35,,,955.27,0,,,
2020-09-11,2020,9,11,4,-64.90724745956425,-69.04403239165288,,14.76,1.82,8.29,75,,,984.78,0,,,
2020-09-12,2020,9,12,5,54.513532113872856,-13.640771398337051,,36.79,28.88,32.835,88,,,1021.54,0,,,
2020-09-13,2020,9,13,6,-1.4565609549217555,108.5330406361898,,20.67,13.0,16.835,80,,,982.66,0,,,
2020-09-14,2020,9,14,0,-48.7485609637106,148.43762286378734,,-3.21,-7.58,-5.395,45,,,981.47,0,,,
2020-09-15,2020,9,15,1,-66.50697864697821,165.30647145010727,,35.47,25.7,30.585,16,,,997.87,0,,,
2020-09-16,2020,9,16,2,-56.7394064774066,-42.17588575132501,,-11.06,-19.08,-15.07,76,,,1041.3,0,,,
2020-09-17,2020,9,17,3,10.30978825446124,-92.140193262127,,-9.7,-18.06,-13.879999999999999,12,,,1017.08,0,,,
2020-09-18,2020,9,18,4,-3.064491008785552,33.14075128601476,,-5.85,-14.76,-10.305,51,,,973.09,0,,,
2020-09-19,2020,9,19,5,-66.8640044372932,-87.57627252959112,,6.95,-4.46,1.245,50,,,959.28,0,,,
2020-09-20,2020,9,20,6,-39.07851429672634,53.990825365388815,,37.03,29.27,33.15,59,,,940.38,0,,,
2020-09-21,2020,9,21,0,-57.68389063221983,93.20091796158488,,23.77,20.7,22.235,42,,,1007.87,0,,,
2020-09-22,2020,9,22,1,-29.375204255917936,-43.85059798200382,,1.43,-13.41,-5.99,40,,,954.53,0,,,
2020-09-23,2020,9,23,2,55.42012398945647,-165.82400297526465,,-8.77,-15.1,-11.934999999999999,63,,,1044.6,0,,,
2020-09-24,2020,9,24,3,-6.88646836930694,-163.47278425190473,,41.45,33.11,37.28,19,,,1019.34,0,,,
2020-09-25,2020,9,25,4,-3.4575778833504955,-15.51108471132804,,42.74,30.22,36.480000000000004,82,,,980.94,0,,,
2020-09-26,2020,9,26,5,-82.67133579502577,-112.52203768164244,,-4.86,-16.24,-10.549999999999999,49,,,1019.9,0,,,
2020-09-27,2020,9,27,6,0.655647018984709,148.87298965440618,,-10.45,-16.51,-13.48,22,,,938.78,0,,,
2020-09-28,2020,9,28,0,80.7359660923334,6.370044136607135,,35.87,24.31,30.089999999999996,55,,,1040.79,0,,,
2020-09-29,2020,9,29,1,26.05842658172017,24.256959715693423,,13.62,0.18,6.8999999999999995,44,,,1034.48,0,,,
2020-09-30,2020,9,30,2,-89.1689669428338,-30.765759360358715,,11.85,9.03,10.44,51,,,1042.94,0,,,
2020-10-01,2020,10,1,3,-18.31090265775383,66.44099582259375,,36.06,29.5,32.78,69,,,984.31,0,,,
2020-10-02,2020,10,2,4,72.80014615703891,149.07420776661064,,31.7,23.55,27.625,99,,,983.96,0,,,
2020-10-03,2020,10,3,5,38.83324686007074,179.1374188817244,,-10.87,-14.26,-12.565,39,,,957.44,0,,,
2020-10-04,2020,10,4,6,11.97209259042225,-155.4144578665455,,-8.35,-17.26,-12.805,89,,,960.01,0,,,
2020-10-05,2020,10,5,0,-85.35810775529411,-71.18357585590942,,39.16,29.21,34.185,64,,,991.82,0,,,
2020-10-06,2020,10,6,1,-25.701337236436657,-142.94003748375013,,-0.19,-11.16,-5.675,67,,,943.58,0,,,
2020-10-07,2020,10,7,2,-71.95945389906443,-42.52523469283173,,0.37,-9.15,-4.390000000000001,83,,,1047.84,0,,,
2020-10-08,2020,10,8,3,0.9150762625387898,-89.45486934643581,,-10.34,-15.67,-13.004999999999999,93,,,1011.9,0,,,
2020-10-09,2020,10,9,4,-59.21906967091384,-41.86625433651,,3.5,-8.49,-2.495,77,,,950.94,0,,,
2020-10-10,2020,10,10,5,-64.21363749211955,-173.93744429929836,,21.31,12.42,16.865,34,,,1013.3,0,,,
2020-10-11,2020,10,11,6,-71.4780793201121,-110.04334243630052,,28.8,17.82,23.310000000000002,65,,,944.98,0,,,
2020-10-12,2020,10,12,0,-4.8547806121430455,-127.78258896871064,,7.2,0.96,4.08,17,,,1040.81,0,,,
2020-10-13,2020,10,13,1,-11.940841082615435,-150.10035746119556,,-8.78,-19.36,-14.07,44,,,952.46,0,,,
2020-10-14,2020,10,14,2,-6.604828378461292,-157.39414844118448,,10.46,-2.29,4.085000000000001,69,,,945.81,0,,,
2020-10-15,2020,10,15,3,-13.22836180657906,151.27718221288336,,0.16,-10.35,-5.095,45,,,972.71,0,,,
2020-10-16,2020,10,16,4,-32.85260165677959,-143.39905863316267,,45.02,33.94,39.480000000000004,73,,,959.68,0,,,
2020-10-17,2020,10,17,5,12.947257722582536,146.5167480635352,,-11.63,-19.67,-15.650000000000002,81,,,986.73,0,,,
2020-10-18,2020,10,18,6,67.9626442128232,-110.24619104827686,,20.6,13.64,17.12,37,,,1016.16,0,,,
2020-10-19,2020,10,19,0,-6.669905305058521,10.901058894214543,,12.74,1.7,7.22,87,,,965.76,0,,,
2020-10-20,2020,10,20,1,61.78490079035532,91.93519254167065,,10.99,-1.29,4.85,70,,,1032.61,0,,,
2020-10-21,2020,10,21,2,70.33295117011247,-18.42757582924935,,40.5,30.93,35.715,59,,,1013.45,0,,,
2020-10-22,2020,10,22,3,88.74906161454993,134.79381612903154,,13.25,8.6,10.925,49,,,1020.52,0,,,
2020-10-23,2020,10,23,4,17.648624963119886,24.32553961927016,,-7.1,-11.2,-9.149999999999999,37,,,1022.87,0,,,
2020-10-24,2020,10,24,5,17.257834172137876,101.4382901618692,,6.86,2.92,4.890000000000001,31,,,1024.88,0,,,
2020-10-25,2020,10,25,6,39.46581889905633,-145.40109746447098,,12.7,6.36,9.53,90,,,955.59,0,,,
2020-10-26,2020,10,26,0,13.84756371556466,101.30481053620484,,40.3,27.22,33.76,10,,,983.73,0,,,
2020-10-27,2020,10,27,1,56.05275026639538,-27.388973977140296,,37.41,26.64,32.025,22,,,957.38,0,,,
2020-10-28,2020,10,28,2,-31.41001018020192,18.72071310178444,,-8.44,-13.26,-10.85,65,,,977.23,0,,,
2020-10-29,2020,10,29,3,-65.82951866784697,105.07526144515016,,7.32,-3.44,1.9400000000000002,25,,,1016.77,0,,,
2020-10-30,2020,10,30,4,0.3549434508357194,-126.52313310854956,,-9.42,-19.97,-14.695,54,,,984.29,0,,,
2020-10-31,2020,10,31,5,49.85613771980266,50.94400901697071,,-10.51,-21.28,-15.895,50,,,1049.39,0,,,
2020-11-01,2020,11,1,6,12.836431027206942,-94.36516009265247,,-1.01,-4.23,-2.62,95,,,964.96,0,,,
2020-11-02,2020,11,2,0,71.43837282024421,23.096026391442848,,26.99,18.98,22.985,45,,,993.62,0,,,
2020-11-03,2020,11,3,1,-56.20334133925751,-15.145520375953822,,45.34,35.72,40.53,12,,,944.68,0,,,
2020-11-04,2020,11,4,2,40.52355673943893,-140.54876248465703,,39.68,28.3,33.99,21,,,984.66,0,,,
2020-11-05,2020,11,5,3,-30.45840884193786,-36.52473724149692,,18.3,4.85,11.575,78,,,1034.52,0,,,
2020-11-06,2020,11,6,4,-84.29760249015176,-168.59357385403615,,11.31,1.59,6.45,63,,,966.27,0,,,
2020-11-07,2020,11,7,5,-29.571906808010084,-12.7521402104025,,14.14,7.74,10.940000000000001,20,,,947.71,0,,,
2020-11-08,2020,11,8,6,78.52750975141151,-162.4048615874836,,27.05,18.88,22.965,17,,,931.37,0,,,
2020-11-09,2020,11,9,0,-57.800052534445335,63.02808006165856,,24.69,18.95,21.82,25,,,1000.25,0,,,
2020-11-10,2020,11,10,1,18.43967750842901,-117.83900824680724,,43.64,30.4,37.019999999999996,45,,,972.29,0,,,
2020-11-11,2020,11,11,2,73.47373833834047,73.11825527442414,,16.42,5.78,11.100000000000001,89,,,994.08,0,,,
2020-11-12,2020,11,12,3,63.47223102743544,80.18818367468987,,3.16,-7.75,-2.295,90,,,978.53,0,,,
2020-11-13,2020,11,13,4,40.63269178904216,8.045041029183608,,2.52,-7.55,-2.5149999999999997,86,,,934.36,0,,,
2020-11-14,2020,11,14,5,68.02878152917813,164.98204199776126,,15.26,11.13,13.195,35,,,952.27,0,,,
2020-11-15,2020,11,15,6,-54.06835647909408,-167.56141691021324,,12.91,5.32,9.115,98,,,968.59,0,,,
2020-11-16,2020,11,16,0,-39.44035899130631,13.413150885649912,,26.56,11.4,18.98,30,,,1009.01,0,,,
2020-11-17,2020,11,17,1,-35.48163735120984,101.7848327155632,,28.55,17.7,23.125,59,,,956.63,0,,,
2020-11-18,2020,11,18,2,76.22094581715302,-123.35714565463836,,38.54,29.81,34.175,87,,,1044.41,0,,,
2020-11-19,2020,11,19,3,7.436085205564979,-18.93885886888191,,44.67,32.63,38.650000000000006,95,,,938.57,0,,,
2020-11-20,2020,11,20,4,-83.23849858585407,-148.71135696097804,,39.32,26.42,32.870000000000005,33,,,1029.12,0,,,
2020-11-21,2020,11,21,5,56.47745904117781,-2.229762299159006,,19.78,6.73,13.255,23,,,1015.78,0,,,
2020-11-22,2020,11,22,6,10.86688640075988,-162.96330658896508,,7.43,-0.89,3.27,93,,,1007.46,0,,,
2020-11-23,2020,11,23,0,68.5822115058609,13.26355228065836,,27.28,18.2,22.740000000000002,55,,,1033.75,0,,,
2020-11-24,2020,11,24,1,57.62229350136576,-58.6076099412568,,25.71,12.76,19.235,63,,,970.05,0,,,
2020-11-25,2020,11,25,2,-29.65592330119169,81.85478716115193,,6.06,-5.8,0.1299999999999999,96,,,939.6,0,,,
2020-11-26,2020,11,26,3,-78.90858728229499,-146.36769929949915,,5.13,-6.49,-0.6800000000000002,19,,,1032.36,0,,,
2020-11-27,2020,11,27,4,68.91980349504706,128.782617647858,,24.94,12.54,18.740000000000002,34,,,1041.52,0,,,
2020-11-28,2020,11,28,5,27.50981103876383,-157.3866149808902,,19.26,12.11,15.685,67,,,947.52,0,,,
2020-11-29,2020,11,29,6,61.20876576136792,53.28253717566514,,30.81,23.48,27.145,12,,,1028.73,0,,,
2020-11-30,2020,11,30,0,-67.59767117644104,15.53523529760662,,-1.62,-10.33,-5.975,96,,,1028.19,0,,,
2020-12-01,2020,12,1,1,23.626897646526487,-18.29107494146868,,27.98,18.5,23.240000000000002,28,,,1001.68,0,,,
2020-12-02,2020,12,2,2,-66.6782763042011,-26.23901241262689,,12.24,-0.92,5.66,95,,,931.08,0,,,
2020-12-03,2020,12,3,3,8.989656188933125,-39.15359342297583,,25.93,17.51,21.72,35,,,953.98,0,,,
2020-12-04,2020,12,4,4,17.278745811640164,72.27851646473138,,-5.1,-9.86,-7.4799999999999995,51,,,989.71,0,,,
2020-12-05,2020,12,5,5,-23.322190845594733,-34.73366242342868,,36.23,24.56,30.394999999999996,36,,,990.2,0,,,
2020-12-06,2020,12,6,6,64.617579572008,20.446649299339555,,-2.63,-12.46,-7.545,77,,,1044.57,0,,,
2020-12-07,2020,12,7,0,-35.357064912295755,129.93809113146722,,39.08,28.76,33.92,41,,,1006.14,0,,,
2020-12-08,2020,12,8,1,-31.029024201096284,-81.91042520777287,,25.7,18.56,22.13,66,,,975.23,0,,,
2020-12-09,2020,12,9,2,-14.757869354581077,23.43423020798909,,28.73,23.98,26.355,40,,,1039.78,0,,,
2020-12-10,2020,12,10,3,-32.86298695513656,12.914794281115944,,14.01,4.85,9.43,75,,,982.01,0,,,
2020-12-11,2020,12,11,4,-83.7979685465505,50.30446030851024,,8.39,-2.09,3.1500000000000004,69,,,1037.14,0,,,
2020-12-12,2020,12,12,5,-41.08867992620269,-82.249908756852,,13.92,1.1,7.51,78,,,1028.93,0,,,
2020-12-13,2020,12,13,6,70.18188346665858,86.53015428595046,,-4.13,-8.15,-6.140000000000001,20,,,997.63,0,,,
2020-12-14,2020,12,14,0,32.81251941261179,15.577901693400436,,-7.46,-18.74,-13.1,70,,,991.2,0,,,
2020-12-15,2020,12,15,1,63.65236554957255,-107.46610439697926,,23.06,14.67,18.865,65,,,959.69,0,,,
2020-12-16,2020,12,16,2,-83.12099528819542,-160.781698640341,,-10.82,-13.38,-12.100000000000001,66,,,999.28,0,,,
2020-12-17,2020,12,17,3,64.37578131925085,-134.45605961714864,,37.81,30.23,34.02,77,,,1043.41,0,,,
2020-12-18,2020,12,18,4,42.82113841649405,-13.980168750224069,,30.2,17.25,23.725,30,,,968.42,0,,,
2020-12-19,2020,12,19,5,70.27527858040173,83.48331059119624,,35.85,30.0,32.925,25,,,1001.41,0,,,
2020-12-20,2020,12,20,6,89.53344804174685,31.01829957300956,,36.49,21.19,28.840000000000003,27,,,1048.36,0,,,
2020-12-21,2020,12,21,0,44.432250775520856,-106.6467429791182,,25.68,17.52,21.6,23,,,934.92,0,,,
2020-12-22,2020,12,22,1,49.54523034110298,92.569948661482,,48.28,37.8,43.04,69,,,992.32,0,,,
2020-12-23,2020,12,23,2,60.75990002162712,-118.20491791751957,,10.2,2.86,6.529999999999999,15,,,1022.6,0,,,
2020-12-24,2020,12,24,3,5.68050950798343,-83.3856751988031,,30.69,24.96,27.825000000000003,61,,,1012.73,0,,,
2020-12-25,2020,12,25,4,-80.8845961737276,-32.8772258997935,,22.25,14.79,18.52,52,,,962.73,0,,,
2020-12-26,2020,12,26,5,-3.689548902729712,-81.2885467426008,,26.98,18.63,22.805,87,,,991.72,0,,,
2020-12-27,2020,12,27,6,45.62735813516946,168.59919729595055,,-6.34,-14.61,-10.475,51,,,963.15,0,,,
2020-12-28,2020,12,28,0,30.40363107965591,177.37691198304168,,-0.87,-12.98,-6.925,54,,,977.33,0,,,
2020-12-29,2020,12,29,1,-88.63886427789113,107.7069565138143,,-6.26,-13.84,-10.05,89,,,990.34,0,,,
2020-12-30,2020,12,30,2,-64.42084466327489,-75.90914409397772,,24.7,15.46,20.08,11,,,963.9,0,,,
2020-12-31,2020,12,31,3,82.67923114521292,3.609659275283036,,20.05,10.12,15.085,48,,,1041.32,0,,,
2021-01-01,2021,1,1,4,19.4927196676974,-52.63645742224955,,38.6,28.25,33.425,61,,,967.01,0,,,
2021-01-02,2021,1,2,5,-29.157706425200843,-41.08498964130448,,42.3,37.8,40.05,11,,,1007.28,0,,,
2021-01-03,2021,1,3,6,-20.35336750842862,-17.851416578527676,,41.05,36.09,38.57,91,,,992.15,0,,,
2021-01-04,2021,1,4,0,13.697331106910454,166.82538864849607,,-0.7,-7.0,-3.85,30,,,945.52,0,,,
